NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
830056578,COBRANDO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8291,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900556410,SANTA MARTHA INVERSIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.02,$0.02,$0.06,$0.00,$0.06,2021
830105276,EZGO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7410,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
830513366,NEWSAT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$0.02,-$0.00,$0.03,$0.02,$0.01,2021
900893159,INVERSIONES MONTEGAN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,161,AGROPECUARIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
830004184,SERVICIO TECNICO GONHER FARMACEUTICA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2100,MANUFACTURA,$0.02,$0.00,$0.01,$0.00,$0.01,2021
890311243,SAINC INGENIEROS CONSTRUCTORES SA EN REORGANIZACION,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4290,CONSTRUCCIÓN,$0.02,-$0.01,$0.28,$0.26,$0.02,2021
830051952,GRUPO ALTERNATIVAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
811020078,PROYECCIONES PLASTICAS S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2221,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.01,2021
845000038,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,SUPERSALUD,Otros,VAUPES,MITU-VAUPES,8610,SERVICIOS,$0.02,$0.00,$0.02,$0.00,$0.02,2021
901065633,INVERSORA II MEP S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,6499,SERVICIOS,$0.02,$0.00,$0.03,$0.00,$0.03,2021
830025916,IMPOCOSER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
800203210,JAM INTERNACIONAL S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1910,MANUFACTURA,$0.02,-$0.00,$0.02,$0.01,$0.01,2021
900597845,CLINICA CARDIONEUROVASCULAR PABON SAS,SUPERSALUD,Costa Pacífica,NARIÑO,PASTO-NARIÑO,8610,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900725388,DISTRIBUCIONES MENSULI SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4690,COMERCIO,$0.02,-$0.00,$0.01,$0.00,$0.01,2021
900101343,ACEROS LUISESCO S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
890200613,MOLINO DE ORIENTE S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,1051,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900584028,VOLANTIS INVERSIONES SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7010,SERVICIOS,$0.02,$0.02,$0.42,$0.02,$0.40,2021
802023119,INGENIERIA Y PROYECTOS DEL ABIENTE S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4322,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900107227,COMERCIALIZADORA AGREGADOS DEL CARIBE SA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,811,MINERO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
800248545,SIMETRIC S.A.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900152290,COMERCIALIZADORA DEL CAUCA MARIA GILMA ZAMBRANO DE BOLAÑOS SAS,SUPERSOCIEDADES,Costa Pacífica,CAUCA,POPAYAN-CAUCA,4690,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
800174350,INVERSIONES OLAYA RINCON CIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,510,MINERO,$0.02,$0.01,$0.02,$0.00,$0.01,2021
834000922,TIGERS JOB LTDA,SUPERVIGILANCIA,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
860067604,CAJAS FUERTES ANCLA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,2599,MANUFACTURA,$0.02,$0.00,$0.05,$0.02,$0.03,2021
900500500,BICCO FARMS SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MADRID-CUNDINAMARCA,125,AGROPECUARIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
901112849,FERREANDINA S.A.S ZOMAC,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,IPIALES-NARIÑO,4663,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
860025998,INCAP S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.02,$0.00,$0.04,$0.00,$0.04,2021
900267094,COMERCIALIZADORA LEMAK SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4644,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
800072637,COLOMBIANA DE DISTRIBUCIONES MAYORISTAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4752,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900592758,ASFALTOS AGREGADOS Y CONSTRUCCIONES ASA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900301745,TORREON BIENES Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,4111,CONSTRUCCIÓN,$0.02,$0.00,$0.05,$0.03,$0.02,2021
800101674,MACORAC SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4752,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
890917557,HOMBRE Y PERRO DE COLOMBIA LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.01,2021
811022756,FRIGOANTIQUIA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,141,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900181417,AGROCARBONES S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,510,MINERO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
800156569,LUKAUSKIS IGLESIAS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,6820,SERVICIOS,$0.02,$0.02,$0.04,$0.01,$0.02,2021
900612064,AGROINDUSTRIALES EL HORIZONTE SAS,SUPERSOCIEDADES,Costa Atlántica,CESAR,SAN ALBERTO-CESAR,126,AGROPECUARIO,$0.02,$0.00,$0.03,$0.01,$0.02,2021
802002267,TEXVIGAR S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4330,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900129938,VERONA GROUP SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4643,COMERCIO,$0.02,$0.00,$0.02,$0.02,$0.00,2021
802022721,HERMANOS SANCHEZ VALLEJO Y CIA S EN C,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900380814,DIPSA FOOD ENERGY REPRESENTACIONES SAS ELAB PRODUCTOS ALIMENTICIOS C1089 - ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P. 01. ANUAL 2010-09-08  ACTIVA 08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS 05. ACTIVIDAD ECONOÓMICA DIFERENTE A LAS ANTERIORESDIPSA FOOD ENERGY REPRESENTACIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$0.02,-$0.00,$0.02,$0.02,$0.00,2021
901175601,JUMIO SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,6311,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900205225,COLDEACEROS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4662,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
830046657,SOFTWEB ASESORES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
800012080,MUNDIAL DE FILTROS Y ACEITES SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4530,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
901188467,CENTROMOTOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4541,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900539642,DISEPIL MEGAPRESS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.01,$0.01,2021
890205225,ELECTRO REY SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4752,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900804563,ALTTOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,6494,SERVICIOS,$0.02,$0.00,$0.06,$0.02,$0.04,2021
900246080,OBRAS CAPITAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.02,$0.01,$0.01,2021
811030294,FERRETERIA DISTRIVALVULAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4751,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900166217,DISTRIBUIDORA DIMEX SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,LA-CALERA-CUNDINAMARCA-CUNDINAMARCA,4631,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860013842,CORRUGADOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1702,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.02,2021
900545074,TOSHIBA GLOBAL COMMERCE SOLUTIONS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4651,COMERCIO,$0.02,$0.00,$0.03,$0.02,$0.01,2021
890904169,ALBERTO ALVAREZ S S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6820,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
901143696,COMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,PUERTO BERRIO-ANTIOQUIA,4662,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900943645,INDUMAX DE COLOMBIA SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,899,MINERO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
830026612,EMEC SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7112,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.01,2021
901148636,COMERCIALIZADORA INTERNACIONAL AGROPECUARIA LA GAIRA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,122,AGROPECUARIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
860402837,INVERSIONES MONTESACRO S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,9603,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860533156,DOBLE L SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4751,COMERCIO,$0.02,$0.00,$0.03,$0.02,$0.01,2021
900912866,SERVICIOS AGRICOLAS DUQUE LASSO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,124,AGROPECUARIO,$0.02,-$0.00,$0.00,$0.00,$0.00,2021
900277655,ESPECIALIDADES QUIMICAS INDUSTRIALES S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1921,MANUFACTURA,$0.02,-$0.02,$0.14,$0.04,$0.10,2021
900242909,ORTHOPLAN TODAVIA CON LOS DIENTES TORCIDOS CALI S.A.S.,SUPERSALUD,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,8622,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900165652,HABITAT ADULTO MAYOR S.A.,SUPERSALUD,Antioquia,ANTIOQUIA,LA ESTRELLA-ANTIOQUIA,8730,SERVICIOS,$0.02,-$0.00,$0.07,$0.04,$0.03,2021
800237731,TELEVIGILANCIA LTDA PROTECCION Y SEGURIDAD,SUPERVIGILANCIA,Otros,HUILA,NEIVA-HUILA,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
890001662,AGRICOLA Y PECUARIA DEL RIO SA,SUPERSOCIEDADES,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,111,AGROPECUARIO,$0.02,$0.00,$0.02,$0.01,$0.02,2021
900799073,DECORACIONES Y CERAMICAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
860516715,INDUSTRIAS PLASTICAS GR LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900160477,MOTO PLANET SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4541,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
890329946,SISTEMAS INTEGRALES DE INFORMATICA S A SISA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,6202,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
890900071,NOVEDADES PLÁSTICAS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2229,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.00,2021
830033765,INVERSER LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,4741,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860002519,ALLIANZ COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7010,SERVICIOS,$0.02,$0.02,$0.45,$0.00,$0.45,2021
901241861,GRUPOTEC S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,7010,SERVICIOS,$0.02,$0.01,$0.05,$0.02,$0.04,2021
900475000,SEGURIDAD COMUNERA LTDA,SUPERVIGILANCIA,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900352547,GRUPALCO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4711,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900060742,G.M.P. INGENIEROS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4290,CONSTRUCCIÓN,$0.02,-$0.05,$0.03,$0.06,-$0.03,2021
844002898,INGENIERIA TECNOLOGIA CONSTRUCCION Y VIAS INTECVIAS SAS,SUPERSOCIEDADES,Otros,CASANARE,YOPAL-CASANARE,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.01,$0.00,$0.00,2021
800007359,ALMACENES HJ SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4752,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
811043685,INVERSIONES AFIN SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,5210,SERVICIOS,$0.02,$0.00,$0.26,$0.09,$0.16,2021
900801391,HIPRA COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
890116150,CLINICA OFTALMOLOGICA DEL CARIBE SAS,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8621,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
860009250,RETREPO Y URIBE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7112,SERVICIOS,$0.02,$0.00,$0.03,$0.01,$0.01,2021
800090963,SOFTLAND COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$0.02,$0.00,$0.03,$0.02,$0.01,2021
800250328,TRANSEJES TRANSMISIONES HOMOCINETICAS DE COLOMBIA S.A,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,2930,MANUFACTURA,$0.02,$0.00,$0.03,$0.01,$0.02,2021
900474144,POTENCIA Y TECNOLOGIA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4752,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
860073093,IMMACOLATA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.02,$0.01,$0.34,$0.10,$0.24,2021
800016281,CONSTRUCCIONES CIVILES Y PAVIMENTOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,$0.02,$0.00,$0.04,$0.01,$0.03,2021
800148279,ECOCARDIOGRAFIA DE OCCIDENTE S.A,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8691,SERVICIOS,$0.02,$0.02,$0.09,$0.00,$0.09,2021
900460297,INVERSIONES INMOBILIARIAS BUCARAMANGA ARAUCO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,$0.02,$0.01,$0.20,$0.00,$0.20,2021
811031936,ALZATE NOREÑA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1084,MANUFACTURA,$0.02,$0.00,$0.02,$0.01,$0.01,2021
901180382,VISIÓN INTEGRADOS S.A.S,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8699,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
900456735,CANALES Y CONTACTOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4321,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.01,2021
900518251,S.A.E. SERVICIOS AEREOS ESPECIALES GLOBAL LIFE AMBULANCIAS S.A.S,SUPERSALUD,Otros,META,VILLAVICENCIO-META,8699,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900642766,DELTA PLUS COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.01,2021
860029216,CYA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9609,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
901145039,DEPOSITO SAN MARTINA CARTAGO S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA-VALLE,4711,COMERCIO,$0.02,$0.00,$0.00,$0.00,$0.00,2021
890506107,INDUSTRIA MINERA EL SILENCIO LTDA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,510,MINERO,$0.02,$0.01,$0.01,$0.00,$0.01,2021
811038473,SERVIEXPRESS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,5612,SERVICIOS,$0.02,$0.00,$0.01,$0.01,$0.00,2021
890329743,NACIONAL DE PILAS OCCIDENTE SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4649,COMERCIO,$0.02,$0.00,$0.01,$0.01,$0.00,2021
830082285,PERT DPM SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7112,SERVICIOS,$0.02,$0.00,$0.03,$0.02,$0.01,2021
900056040,GAMMA DISTRIBUCIONES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.02,$0.00,$0.02,$0.02,$0.00,2021
830088697,TECHEDGE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.02,$0.00,$0.02,$0.02,$0.00,2021
800246222,AGROASESORIAS EL CENCERRO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,124,AGROPECUARIO,$0.02,$0.00,$0.03,$0.00,$0.03,2021
830003460,AGROINDUSTRIAS VILLA CLAUDIA S.A.,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,126,AGROPECUARIO,$0.02,$0.01,$0.04,$0.01,$0.03,2021
800082889,DATALOG COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
830126784,MADERFORMAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,1630,MANUFACTURA,$0.02,$0.00,$0.01,$0.01,$0.01,2021
900837965,DISTRIBUCIONES UNIVERSO AGRICOLA SAS,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4664,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
890929088,JAPIO GARCES Y CIA SCA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,6494,AGROPECUARIO,$0.02,$0.01,$0.49,$0.02,$0.47,2021
900432864,CORTES ROSAS SAI & CIA SAS,SUPERSOCIEDADES,Costa Atlántica,SAN ANDRES Y PROVIDENCIA,SAN ANDRES-SAN ANDRES Y PROVIDENCIA,4711,COMERCIO,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900295084,COLOR PIGMENQUIM S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,2022,MANUFACTURA,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900576718,SJ SEGURIDAD PRIVADA LTDA,SUPERVIGILANCIA,Costa Pacífica,VALLE,CALI-VALLE,8010,SERVICIOS,$0.02,$0.00,$0.01,$0.00,$0.00,2021
900179561,PRA HEALTH SCIENCES COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7210,SERVICIOS,$0.02,$0.00,$0.02,$0.00,$0.02,2021
890914711,SEALCO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4669,COMERCIO,$0.02,$0.00,$0.02,$0.01,$0.01,2021
900296087,MURPEL S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6810,SERVICIOS,$0.02,$0.02,$0.10,$0.00,$0.10,2021
800206316,EMPRESA TRANSFORMADORA DE ALUMINIO SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2511,MANUFACTURA,$0.02,$0.00,$0.03,$0.02,$0.01,2021
860032724,MCGRAW HILL INTERAMERICANA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5811,SERVICIOS,$0.02,$0.00,$0.02,$0.01,$0.01,2021
